[10:36:39.398] {'base_lr': 0.001,
 'batch_size': 24,
 'cfg': 'config_2d_aut.yml',
 'consistency': 2.0,
 'consistency_rampup': 50,
 'deterministic': False,
 'exp': 'ACDC_runs/vcps_hs',
 'gpu_id': 1,
 'is_hs': True,
 'labeled_bs': 12,
 'labeled_num': 3,
 'max_iterations': 30000,
 'model1': 'unet_hsseg',
 'model2': 'unet_hsseg',
 'num_classes': 4,
 'patch_size': [256, 256],
 'poly': True,
 'res_path': './results/ACDC',
 'root_path': '/home/chenyu/SSMIS/data/ACDC',
 'save_interval_epoch': 1000000,
 'seed': 2025,
 'test_interval_ep': 2}
[10:36:39.837] Total silices is: 1312, labeled slices is: 68
[10:36:39.837] 103 iterations per epoch
[10:36:41.453] iteration:1  t-loss1/2:4.5980/4.4152, loss-lb1/2:4.5980/4.4152, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[11:03:37.341] iteration:6601  t-loss1/2:0.3346/0.3377, loss-lb1/2:0.0877/0.0910, loss-ulb1/2:0.1327/0.1326, weight:1.86, lr:0.0008
[11:03:37.546] iteration:6602  t-loss1/2:0.2920/0.3009, loss-lb1/2:0.0880/0.0925, loss-ulb1/2:0.1096/0.1119, weight:1.86, lr:0.0008
[11:03:37.752] iteration:6603  t-loss1/2:0.2794/0.2792, loss-lb1/2:0.1016/0.1042, loss-ulb1/2:0.0955/0.0941, weight:1.86, lr:0.0008
[11:03:37.955] iteration:6604  t-loss1/2:0.2860/0.3012, loss-lb1/2:0.0940/0.1002, loss-ulb1/2:0.1031/0.1080, weight:1.86, lr:0.0008
[11:03:38.159] iteration:6605  t-loss1/2:0.3164/0.3304, loss-lb1/2:0.0932/0.1048, loss-ulb1/2:0.1199/0.1212, weight:1.86, lr:0.0008
[11:03:38.362] iteration:6606  t-loss1/2:0.2866/0.3023, loss-lb1/2:0.0998/0.1075, loss-ulb1/2:0.1004/0.1047, weight:1.86, lr:0.0008
[11:03:38.566] iteration:6607  t-loss1/2:0.3091/0.3198, loss-lb1/2:0.0917/0.0876, loss-ulb1/2:0.1168/0.1248, weight:1.86, lr:0.0008
[11:03:38.771] iteration:6608  t-loss1/2:0.4625/0.4430, loss-lb1/2:0.0877/0.0869, loss-ulb1/2:0.2013/0.1913, weight:1.86, lr:0.0008
[11:03:38.975] iteration:6609  t-loss1/2:0.2787/0.2835, loss-lb1/2:0.0992/0.1014, loss-ulb1/2:0.0965/0.0979, weight:1.86, lr:0.0008
[11:03:39.179] iteration:6610  t-loss1/2:0.2655/0.2724, loss-lb1/2:0.0879/0.0940, loss-ulb1/2:0.0954/0.0958, weight:1.86, lr:0.0008
[11:03:39.382] iteration:6611  t-loss1/2:0.3503/0.3561, loss-lb1/2:0.0934/0.0905, loss-ulb1/2:0.1381/0.1427, weight:1.86, lr:0.0008
[11:03:39.586] iteration:6612  t-loss1/2:0.2980/0.2941, loss-lb1/2:0.0947/0.0947, loss-ulb1/2:0.1092/0.1071, weight:1.86, lr:0.0008
[11:03:39.792] iteration:6613  t-loss1/2:0.2799/0.2818, loss-lb1/2:0.1016/0.0992, loss-ulb1/2:0.0958/0.0982, weight:1.86, lr:0.0008
[11:03:39.997] iteration:6614  t-loss1/2:0.3568/0.3523, loss-lb1/2:0.1093/0.1092, loss-ulb1/2:0.1330/0.1307, weight:1.86, lr:0.0008
[11:03:40.202] iteration:6615  t-loss1/2:0.3269/0.3339, loss-lb1/2:0.0926/0.0913, loss-ulb1/2:0.1259/0.1303, weight:1.86, lr:0.0008
[11:03:40.407] iteration:6616  t-loss1/2:0.2724/0.2812, loss-lb1/2:0.0922/0.0879, loss-ulb1/2:0.0968/0.1039, weight:1.86, lr:0.0008
[11:03:40.610] iteration:6617  t-loss1/2:0.3113/0.3193, loss-lb1/2:0.0899/0.0894, loss-ulb1/2:0.1190/0.1236, weight:1.86, lr:0.0008
[11:03:40.813] iteration:6618  t-loss1/2:0.3005/0.3151, loss-lb1/2:0.1027/0.1083, loss-ulb1/2:0.1063/0.1111, weight:1.86, lr:0.0008
[11:03:41.017] iteration:6619  t-loss1/2:0.3234/0.3165, loss-lb1/2:0.0910/0.0849, loss-ulb1/2:0.1249/0.1245, weight:1.86, lr:0.0008
[11:03:41.222] iteration:6620  t-loss1/2:0.3159/0.3256, loss-lb1/2:0.0985/0.1072, loss-ulb1/2:0.1168/0.1174, weight:1.86, lr:0.0008
[11:03:41.427] iteration:6621  t-loss1/2:0.2604/0.2676, loss-lb1/2:0.0868/0.0925, loss-ulb1/2:0.0933/0.0941, weight:1.86, lr:0.0008
[11:03:41.630] iteration:6622  t-loss1/2:0.3401/0.3439, loss-lb1/2:0.0940/0.1062, loss-ulb1/2:0.1322/0.1277, weight:1.86, lr:0.0008
[11:03:41.833] iteration:6623  t-loss1/2:0.2865/0.2818, loss-lb1/2:0.0937/0.0924, loss-ulb1/2:0.1036/0.1017, weight:1.86, lr:0.0008
[11:03:42.037] iteration:6624  t-loss1/2:0.3269/0.3264, loss-lb1/2:0.1071/0.1027, loss-ulb1/2:0.1181/0.1202, weight:1.86, lr:0.0008
[11:03:42.242] iteration:6625  t-loss1/2:0.3242/0.3267, loss-lb1/2:0.0840/0.0843, loss-ulb1/2:0.1290/0.1303, weight:1.86, lr:0.0008
[11:03:42.447] iteration:6626  t-loss1/2:0.2588/0.2558, loss-lb1/2:0.0865/0.0867, loss-ulb1/2:0.0926/0.0908, weight:1.86, lr:0.0008
[11:03:42.650] iteration:6627  t-loss1/2:0.2828/0.2910, loss-lb1/2:0.0910/0.0932, loss-ulb1/2:0.1031/0.1062, weight:1.86, lr:0.0008
[11:03:42.852] iteration:6628  t-loss1/2:0.3695/0.3676, loss-lb1/2:0.0905/0.0891, loss-ulb1/2:0.1499/0.1497, weight:1.86, lr:0.0008
[11:03:43.057] iteration:6629  t-loss1/2:0.2871/0.2882, loss-lb1/2:0.0887/0.0945, loss-ulb1/2:0.1066/0.1041, weight:1.86, lr:0.0008
[11:03:43.262] iteration:6630  t-loss1/2:0.2722/0.2789, loss-lb1/2:0.0902/0.0899, loss-ulb1/2:0.0978/0.1015, weight:1.86, lr:0.0008
[11:03:43.467] iteration:6631  t-loss1/2:0.2788/0.2978, loss-lb1/2:0.0892/0.1043, loss-ulb1/2:0.1019/0.1040, weight:1.86, lr:0.0008
[11:03:43.669] iteration:6632  t-loss1/2:0.2921/0.2982, loss-lb1/2:0.0969/0.0999, loss-ulb1/2:0.1049/0.1065, weight:1.86, lr:0.0008
[11:03:43.873] iteration:6633  t-loss1/2:0.3066/0.3216, loss-lb1/2:0.0852/0.0901, loss-ulb1/2:0.1190/0.1244, weight:1.86, lr:0.0008
[11:03:44.077] iteration:6634  t-loss1/2:0.2700/0.2773, loss-lb1/2:0.0972/0.1002, loss-ulb1/2:0.0928/0.0951, weight:1.86, lr:0.0008
[11:03:44.281] iteration:6635  t-loss1/2:0.3682/0.3664, loss-lb1/2:0.0972/0.0970, loss-ulb1/2:0.1456/0.1447, weight:1.86, lr:0.0008
[11:03:44.484] iteration:6636  t-loss1/2:0.2688/0.2766, loss-lb1/2:0.0906/0.0983, loss-ulb1/2:0.0957/0.0958, weight:1.86, lr:0.0008
[11:03:44.687] iteration:6637  t-loss1/2:0.3332/0.3366, loss-lb1/2:0.0922/0.0967, loss-ulb1/2:0.1295/0.1289, weight:1.86, lr:0.0008
[11:03:44.892] iteration:6638  t-loss1/2:0.3057/0.3123, loss-lb1/2:0.0858/0.0950, loss-ulb1/2:0.1182/0.1167, weight:1.86, lr:0.0008
[11:03:45.096] iteration:6639  t-loss1/2:0.2947/0.2969, loss-lb1/2:0.0912/0.0842, loss-ulb1/2:0.1093/0.1143, weight:1.86, lr:0.0008
[11:03:45.299] iteration:6640  t-loss1/2:0.3045/0.3128, loss-lb1/2:0.0823/0.0832, loss-ulb1/2:0.1194/0.1234, weight:1.86, lr:0.0008
[11:03:45.503] iteration:6641  t-loss1/2:0.2688/0.2765, loss-lb1/2:0.0960/0.0979, loss-ulb1/2:0.0929/0.0959, weight:1.86, lr:0.0008
[11:03:45.708] iteration:6642  t-loss1/2:0.2849/0.2849, loss-lb1/2:0.0947/0.0917, loss-ulb1/2:0.1022/0.1038, weight:1.86, lr:0.0008
[11:03:45.912] iteration:6643  t-loss1/2:0.3398/0.3535, loss-lb1/2:0.0973/0.0993, loss-ulb1/2:0.1303/0.1366, weight:1.86, lr:0.0008
[11:03:46.115] iteration:6644  t-loss1/2:0.3150/0.2961, loss-lb1/2:0.1138/0.0924, loss-ulb1/2:0.1081/0.1094, weight:1.86, lr:0.0008
[11:03:46.319] iteration:6645  t-loss1/2:0.2984/0.3038, loss-lb1/2:0.0962/0.1020, loss-ulb1/2:0.1086/0.1084, weight:1.86, lr:0.0008
[11:03:46.523] iteration:6646  t-loss1/2:0.3446/0.3397, loss-lb1/2:0.0957/0.0988, loss-ulb1/2:0.1337/0.1294, weight:1.86, lr:0.0008
[11:03:46.729] iteration:6647  t-loss1/2:0.2697/0.2810, loss-lb1/2:0.0870/0.0982, loss-ulb1/2:0.0982/0.0982, weight:1.86, lr:0.0008
[11:03:46.934] iteration:6648  t-loss1/2:0.3015/0.2991, loss-lb1/2:0.0921/0.0916, loss-ulb1/2:0.1125/0.1115, weight:1.86, lr:0.0008
[11:03:47.138] iteration:6649  t-loss1/2:0.3500/0.3524, loss-lb1/2:0.0937/0.0976, loss-ulb1/2:0.1377/0.1369, weight:1.86, lr:0.0008
[11:03:47.344] iteration:6650  t-loss1/2:0.2701/0.2693, loss-lb1/2:0.0937/0.0905, loss-ulb1/2:0.0948/0.0961, weight:1.86, lr:0.0008
[11:03:47.547] iteration:6651  t-loss1/2:0.3512/0.3535, loss-lb1/2:0.0898/0.0894, loss-ulb1/2:0.1405/0.1419, weight:1.86, lr:0.0008
[11:03:47.750] iteration:6652  t-loss1/2:0.2733/0.2744, loss-lb1/2:0.0996/0.0960, loss-ulb1/2:0.0933/0.0958, weight:1.86, lr:0.0008
[11:03:47.953] iteration:6653  t-loss1/2:0.3251/0.3353, loss-lb1/2:0.0866/0.0917, loss-ulb1/2:0.1282/0.1309, weight:1.86, lr:0.0008
[11:03:48.158] iteration:6654  t-loss1/2:0.2876/0.2908, loss-lb1/2:0.0914/0.0926, loss-ulb1/2:0.1054/0.1065, weight:1.86, lr:0.0008
[11:03:48.363] iteration:6655  t-loss1/2:0.3045/0.2996, loss-lb1/2:0.0917/0.0922, loss-ulb1/2:0.1144/0.1114, weight:1.86, lr:0.0008
[11:03:48.566] iteration:6656  t-loss1/2:0.2655/0.2793, loss-lb1/2:0.0954/0.1009, loss-ulb1/2:0.0914/0.0959, weight:1.86, lr:0.0008
[11:03:48.769] iteration:6657  t-loss1/2:0.2636/0.2626, loss-lb1/2:0.0886/0.0888, loss-ulb1/2:0.0940/0.0933, weight:1.86, lr:0.0008
[11:03:48.973] iteration:6658  t-loss1/2:0.3456/0.3463, loss-lb1/2:0.0959/0.0969, loss-ulb1/2:0.1342/0.1340, weight:1.86, lr:0.0008
[11:03:49.177] iteration:6659  t-loss1/2:0.3130/0.3056, loss-lb1/2:0.1001/0.1003, loss-ulb1/2:0.1144/0.1103, weight:1.86, lr:0.0008
[11:03:49.381] iteration:6660  t-loss1/2:0.2691/0.2623, loss-lb1/2:0.0924/0.0879, loss-ulb1/2:0.0950/0.0937, weight:1.86, lr:0.0008
[11:03:49.585] iteration:6661  t-loss1/2:0.2990/0.2938, loss-lb1/2:0.1000/0.0939, loss-ulb1/2:0.1069/0.1074, weight:1.86, lr:0.0008
[11:03:49.788] iteration:6662  t-loss1/2:0.2956/0.2890, loss-lb1/2:0.0983/0.0947, loss-ulb1/2:0.1060/0.1044, weight:1.86, lr:0.0008
[11:03:49.992] iteration:6663  t-loss1/2:0.3039/0.3024, loss-lb1/2:0.0982/0.0942, loss-ulb1/2:0.1105/0.1119, weight:1.86, lr:0.0008
[11:03:50.197] iteration:6664  t-loss1/2:0.4838/0.4620, loss-lb1/2:0.0923/0.0890, loss-ulb1/2:0.2104/0.2005, weight:1.86, lr:0.0008
[11:03:50.400] iteration:6665  t-loss1/2:0.2818/0.2774, loss-lb1/2:0.0861/0.0862, loss-ulb1/2:0.1051/0.1028, weight:1.86, lr:0.0008
[11:03:50.604] iteration:6666  t-loss1/2:0.2956/0.2854, loss-lb1/2:0.0904/0.0841, loss-ulb1/2:0.1103/0.1081, weight:1.86, lr:0.0008
[11:03:50.808] iteration:6667  t-loss1/2:0.2874/0.2904, loss-lb1/2:0.0921/0.0913, loss-ulb1/2:0.1049/0.1070, weight:1.86, lr:0.0008
[11:03:51.011] iteration:6668  t-loss1/2:0.2827/0.2850, loss-lb1/2:0.0957/0.0936, loss-ulb1/2:0.1005/0.1028, weight:1.86, lr:0.0008
[11:03:51.216] iteration:6669  t-loss1/2:0.2417/0.2423, loss-lb1/2:0.0820/0.0800, loss-ulb1/2:0.0858/0.0872, weight:1.86, lr:0.0008
[11:03:51.421] iteration:6670  t-loss1/2:0.3448/0.3490, loss-lb1/2:0.0922/0.0963, loss-ulb1/2:0.1357/0.1357, weight:1.86, lr:0.0008
[11:03:51.624] iteration:6671  t-loss1/2:0.3064/0.3091, loss-lb1/2:0.1155/0.1145, loss-ulb1/2:0.1026/0.1046, weight:1.86, lr:0.0008
[11:03:51.828] iteration:6672  t-loss1/2:0.3877/0.3695, loss-lb1/2:0.0930/0.0893, loss-ulb1/2:0.1584/0.1506, weight:1.86, lr:0.0008
[11:03:52.032] iteration:6673  t-loss1/2:0.2942/0.2899, loss-lb1/2:0.0844/0.0805, loss-ulb1/2:0.1127/0.1125, weight:1.86, lr:0.0008
[11:03:52.237] iteration:6674  t-loss1/2:0.2953/0.2915, loss-lb1/2:0.1005/0.0962, loss-ulb1/2:0.1047/0.1049, weight:1.86, lr:0.0008
[11:03:52.440] iteration:6675  t-loss1/2:0.3727/0.3695, loss-lb1/2:0.0894/0.0919, loss-ulb1/2:0.1522/0.1492, weight:1.86, lr:0.0008
[11:03:52.643] iteration:6676  t-loss1/2:0.2647/0.2652, loss-lb1/2:0.0960/0.0931, loss-ulb1/2:0.0906/0.0925, weight:1.86, lr:0.0008
[11:03:52.848] iteration:6677  t-loss1/2:0.2741/0.2736, loss-lb1/2:0.0967/0.0956, loss-ulb1/2:0.0953/0.0957, weight:1.86, lr:0.0008
[11:03:53.052] iteration:6678  t-loss1/2:0.2783/0.2745, loss-lb1/2:0.0886/0.0837, loss-ulb1/2:0.1019/0.1025, weight:1.86, lr:0.0008
[11:03:53.257] iteration:6679  t-loss1/2:0.2933/0.2973, loss-lb1/2:0.0990/0.0982, loss-ulb1/2:0.1044/0.1070, weight:1.86, lr:0.0008
[11:03:53.462] iteration:6680  t-loss1/2:0.3069/0.3036, loss-lb1/2:0.0948/0.0962, loss-ulb1/2:0.1139/0.1115, weight:1.86, lr:0.0008
[11:03:53.665] iteration:6681  t-loss1/2:0.3118/0.3096, loss-lb1/2:0.0881/0.0851, loss-ulb1/2:0.1202/0.1206, weight:1.86, lr:0.0008
[11:03:53.869] iteration:6682  t-loss1/2:0.3241/0.3409, loss-lb1/2:0.0984/0.1125, loss-ulb1/2:0.1213/0.1227, weight:1.86, lr:0.0008
[11:03:54.073] iteration:6683  t-loss1/2:0.2757/0.2750, loss-lb1/2:0.0882/0.0890, loss-ulb1/2:0.1008/0.1000, weight:1.86, lr:0.0008
[11:03:54.277] iteration:6684  t-loss1/2:0.2553/0.2543, loss-lb1/2:0.0918/0.0915, loss-ulb1/2:0.0879/0.0875, weight:1.86, lr:0.0008
[11:03:54.482] iteration:6685  t-loss1/2:0.2682/0.2707, loss-lb1/2:0.0867/0.0902, loss-ulb1/2:0.0975/0.0970, weight:1.86, lr:0.0008
[11:03:54.686] iteration:6686  t-loss1/2:0.3755/0.3578, loss-lb1/2:0.0963/0.0903, loss-ulb1/2:0.1500/0.1437, weight:1.86, lr:0.0008
[11:03:54.889] iteration:6687  t-loss1/2:0.2664/0.2637, loss-lb1/2:0.0921/0.0915, loss-ulb1/2:0.0936/0.0926, weight:1.86, lr:0.0008
[11:03:55.093] iteration:6688  t-loss1/2:0.2947/0.2988, loss-lb1/2:0.0918/0.0939, loss-ulb1/2:0.1091/0.1101, weight:1.86, lr:0.0008
[11:03:55.295] iteration:6689  t-loss1/2:0.5749/0.5816, loss-lb1/2:0.1378/0.1287, loss-ulb1/2:0.2348/0.2434, weight:1.86, lr:0.0008
[11:03:55.498] iteration:6690  t-loss1/2:0.3008/0.2995, loss-lb1/2:0.0947/0.0967, loss-ulb1/2:0.1107/0.1090, weight:1.86, lr:0.0008
[11:03:55.701] iteration:6691  t-loss1/2:0.2823/0.2886, loss-lb1/2:0.0852/0.0855, loss-ulb1/2:0.1059/0.1091, weight:1.86, lr:0.0008
[11:03:55.904] iteration:6692  t-loss1/2:0.2586/0.2551, loss-lb1/2:0.0887/0.0887, loss-ulb1/2:0.0913/0.0894, weight:1.86, lr:0.0008
[11:03:56.106] iteration:6693  t-loss1/2:0.2568/0.2535, loss-lb1/2:0.0983/0.0941, loss-ulb1/2:0.0851/0.0857, weight:1.86, lr:0.0008
[11:03:56.309] iteration:6694  t-loss1/2:0.3030/0.3064, loss-lb1/2:0.0873/0.0841, loss-ulb1/2:0.1159/0.1195, weight:1.86, lr:0.0008
[11:03:56.511] iteration:6695  t-loss1/2:0.2431/0.2415, loss-lb1/2:0.0944/0.0954, loss-ulb1/2:0.0799/0.0785, weight:1.86, lr:0.0008
[11:04:07.200]  <<Test>> - Ep:64  - mean_dice/mean_h95 - M1:86.71/4.64, Best-1:88.31, M2:85.44/6.11, Best-2:88.17
[11:04:07.200]           - AvgLoss1(lb/ulb/all):0.0941/0.1105/0.3004- AvgLoss2(lb/ulb/all):0.0946/0.1109/0.3006
[11:04:07.739] iteration:6696  t-loss1/2:0.2964/0.2963, loss-lb1/2:0.1007/0.1024, loss-ulb1/2:0.1052/0.1042, weight:1.86, lr:0.0008
[11:04:07.943] iteration:6697  t-loss1/2:0.3455/0.3561, loss-lb1/2:0.0906/0.0927, loss-ulb1/2:0.1370/0.1416, weight:1.86, lr:0.0008
[11:04:08.147] iteration:6698  t-loss1/2:0.3023/0.3034, loss-lb1/2:0.0960/0.0956, loss-ulb1/2:0.1109/0.1117, weight:1.86, lr:0.0008
[11:04:08.350] iteration:6699  t-loss1/2:0.2829/0.2691, loss-lb1/2:0.1097/0.0964, loss-ulb1/2:0.0931/0.0928, weight:1.86, lr:0.0008
[11:04:08.552] iteration:6700  t-loss1/2:0.2947/0.2956, loss-lb1/2:0.0946/0.0954, loss-ulb1/2:0.1075/0.1076, weight:1.86, lr:0.0008
[11:04:08.756] iteration:6701  t-loss1/2:0.3158/0.3129, loss-lb1/2:0.0965/0.0954, loss-ulb1/2:0.1178/0.1169, weight:1.86, lr:0.0008
[11:04:08.959] iteration:6702  t-loss1/2:0.3061/0.3039, loss-lb1/2:0.0954/0.0911, loss-ulb1/2:0.1132/0.1143, weight:1.86, lr:0.0008
[11:04:09.161] iteration:6703  t-loss1/2:0.2891/0.3035, loss-lb1/2:0.1044/0.1127, loss-ulb1/2:0.0993/0.1025, weight:1.86, lr:0.0008
[11:04:09.365] iteration:6704  t-loss1/2:0.2901/0.2883, loss-lb1/2:0.0885/0.0889, loss-ulb1/2:0.1083/0.1071, weight:1.86, lr:0.0008
[11:04:09.569] iteration:6705  t-loss1/2:0.2964/0.3050, loss-lb1/2:0.0805/0.0830, loss-ulb1/2:0.1160/0.1192, weight:1.86, lr:0.0008
[11:04:09.772] iteration:6706  t-loss1/2:0.3266/0.3259, loss-lb1/2:0.0903/0.0904, loss-ulb1/2:0.1269/0.1265, weight:1.86, lr:0.0008
[11:04:09.975] iteration:6707  t-loss1/2:0.3217/0.3188, loss-lb1/2:0.0902/0.0892, loss-ulb1/2:0.1244/0.1233, weight:1.86, lr:0.0008
[11:04:10.180] iteration:6708  t-loss1/2:0.2544/0.2569, loss-lb1/2:0.0867/0.0890, loss-ulb1/2:0.0901/0.0902, weight:1.86, lr:0.0008
[11:04:10.382] iteration:6709  t-loss1/2:0.2776/0.2773, loss-lb1/2:0.0939/0.0978, loss-ulb1/2:0.0987/0.0964, weight:1.86, lr:0.0008
[11:04:10.585] iteration:6710  t-loss1/2:0.3057/0.3006, loss-lb1/2:0.0983/0.0988, loss-ulb1/2:0.1114/0.1084, weight:1.86, lr:0.0008
[11:04:10.789] iteration:6711  t-loss1/2:0.2946/0.2956, loss-lb1/2:0.0888/0.0932, loss-ulb1/2:0.1105/0.1088, weight:1.86, lr:0.0008
[11:04:10.993] iteration:6712  t-loss1/2:0.3079/0.2979, loss-lb1/2:0.1040/0.1011, loss-ulb1/2:0.1095/0.1057, weight:1.86, lr:0.0008
[11:04:11.195] iteration:6713  t-loss1/2:0.3201/0.3281, loss-lb1/2:0.0874/0.0906, loss-ulb1/2:0.1250/0.1277, weight:1.86, lr:0.0008
[11:04:11.399] iteration:6714  t-loss1/2:0.2911/0.3023, loss-lb1/2:0.0878/0.0875, loss-ulb1/2:0.1092/0.1154, weight:1.86, lr:0.0008
[11:04:11.601] iteration:6715  t-loss1/2:0.3040/0.3057, loss-lb1/2:0.0849/0.0876, loss-ulb1/2:0.1177/0.1172, weight:1.86, lr:0.0008
[11:04:11.804] iteration:6716  t-loss1/2:0.2595/0.2622, loss-lb1/2:0.0916/0.0966, loss-ulb1/2:0.0902/0.0890, weight:1.86, lr:0.0008
[11:04:12.007] iteration:6717  t-loss1/2:0.2690/0.2820, loss-lb1/2:0.1017/0.1091, loss-ulb1/2:0.0899/0.0929, weight:1.86, lr:0.0008
[11:04:12.212] iteration:6718  t-loss1/2:0.2605/0.2607, loss-lb1/2:0.0976/0.0998, loss-ulb1/2:0.0875/0.0865, weight:1.86, lr:0.0008
[11:04:12.414] iteration:6719  t-loss1/2:0.2631/0.2698, loss-lb1/2:0.0830/0.0915, loss-ulb1/2:0.0968/0.0958, weight:1.86, lr:0.0008
[11:04:12.617] iteration:6720  t-loss1/2:0.2973/0.2973, loss-lb1/2:0.0928/0.0924, loss-ulb1/2:0.1099/0.1101, weight:1.86, lr:0.0008
[11:04:12.821] iteration:6721  t-loss1/2:0.3749/0.3823, loss-lb1/2:0.0897/0.0881, loss-ulb1/2:0.1533/0.1580, weight:1.86, lr:0.0008
[11:04:13.023] iteration:6722  t-loss1/2:0.2575/0.2607, loss-lb1/2:0.0900/0.0876, loss-ulb1/2:0.0900/0.0930, weight:1.86, lr:0.0008
[11:04:13.226] iteration:6723  t-loss1/2:0.2628/0.2779, loss-lb1/2:0.0877/0.1023, loss-ulb1/2:0.0941/0.0944, weight:1.86, lr:0.0008
[11:04:13.430] iteration:6724  t-loss1/2:0.2707/0.2797, loss-lb1/2:0.1035/0.1131, loss-ulb1/2:0.0898/0.0896, weight:1.86, lr:0.0008
[11:04:13.633] iteration:6725  t-loss1/2:0.2499/0.2477, loss-lb1/2:0.0926/0.0896, loss-ulb1/2:0.0845/0.0849, weight:1.86, lr:0.0008
[11:04:13.836] iteration:6726  t-loss1/2:0.2404/0.2416, loss-lb1/2:0.0849/0.0842, loss-ulb1/2:0.0836/0.0846, weight:1.86, lr:0.0008
[11:04:14.040] iteration:6727  t-loss1/2:0.2782/0.2823, loss-lb1/2:0.0939/0.0927, loss-ulb1/2:0.0990/0.1019, weight:1.86, lr:0.0008
[11:04:14.244] iteration:6728  t-loss1/2:0.2754/0.2745, loss-lb1/2:0.0945/0.0973, loss-ulb1/2:0.0972/0.0952, weight:1.86, lr:0.0008
[11:04:14.447] iteration:6729  t-loss1/2:0.2877/0.2967, loss-lb1/2:0.0780/0.0805, loss-ulb1/2:0.1127/0.1162, weight:1.86, lr:0.0008
[11:04:14.650] iteration:6730  t-loss1/2:0.2851/0.2925, loss-lb1/2:0.0947/0.0962, loss-ulb1/2:0.1023/0.1055, weight:1.86, lr:0.0008
[11:04:14.853] iteration:6731  t-loss1/2:0.2522/0.2487, loss-lb1/2:0.0861/0.0855, loss-ulb1/2:0.0893/0.0877, weight:1.86, lr:0.0008
[11:04:15.058] iteration:6732  t-loss1/2:0.2504/0.2582, loss-lb1/2:0.0909/0.0915, loss-ulb1/2:0.0857/0.0896, weight:1.86, lr:0.0008
[11:04:15.261] iteration:6733  t-loss1/2:0.2779/0.2844, loss-lb1/2:0.0808/0.0798, loss-ulb1/2:0.1059/0.1099, weight:1.86, lr:0.0008
[11:04:15.463] iteration:6734  t-loss1/2:0.2885/0.2945, loss-lb1/2:0.0886/0.0877, loss-ulb1/2:0.1074/0.1112, weight:1.86, lr:0.0008
[11:04:15.668] iteration:6735  t-loss1/2:0.2527/0.2517, loss-lb1/2:0.0855/0.0857, loss-ulb1/2:0.0898/0.0892, weight:1.86, lr:0.0008
[11:04:15.876] iteration:6736  t-loss1/2:0.3749/0.3797, loss-lb1/2:0.0863/0.0854, loss-ulb1/2:0.1551/0.1581, weight:1.86, lr:0.0008
[11:04:16.080] iteration:6737  t-loss1/2:0.2761/0.2712, loss-lb1/2:0.0968/0.0936, loss-ulb1/2:0.0963/0.0954, weight:1.86, lr:0.0008
[11:04:16.283] iteration:6738  t-loss1/2:0.2888/0.2928, loss-lb1/2:0.0944/0.0959, loss-ulb1/2:0.1044/0.1058, weight:1.86, lr:0.0008
[11:04:16.485] iteration:6739  t-loss1/2:0.2906/0.2844, loss-lb1/2:0.1024/0.0991, loss-ulb1/2:0.1011/0.0996, weight:1.86, lr:0.0008
[11:04:16.690] iteration:6740  t-loss1/2:0.3211/0.3182, loss-lb1/2:0.0871/0.0856, loss-ulb1/2:0.1257/0.1250, weight:1.86, lr:0.0008
[11:04:16.894] iteration:6741  t-loss1/2:0.2597/0.2577, loss-lb1/2:0.0859/0.0831, loss-ulb1/2:0.0934/0.0939, weight:1.86, lr:0.0008
[11:04:17.098] iteration:6742  t-loss1/2:0.2347/0.2357, loss-lb1/2:0.0819/0.0822, loss-ulb1/2:0.0821/0.0825, weight:1.86, lr:0.0008
[11:04:17.301] iteration:6743  t-loss1/2:0.3110/0.3189, loss-lb1/2:0.0987/0.1056, loss-ulb1/2:0.1141/0.1146, weight:1.86, lr:0.0008
[11:04:17.504] iteration:6744  t-loss1/2:0.2411/0.2420, loss-lb1/2:0.0978/0.0972, loss-ulb1/2:0.0770/0.0778, weight:1.86, lr:0.0008
[11:04:17.708] iteration:6745  t-loss1/2:0.3017/0.3057, loss-lb1/2:0.0828/0.0875, loss-ulb1/2:0.1177/0.1173, weight:1.86, lr:0.0008
[11:04:17.911] iteration:6746  t-loss1/2:0.3219/0.3214, loss-lb1/2:0.0920/0.0888, loss-ulb1/2:0.1235/0.1250, weight:1.86, lr:0.0008
[11:04:18.114] iteration:6747  t-loss1/2:0.2593/0.2641, loss-lb1/2:0.0882/0.0931, loss-ulb1/2:0.0919/0.0919, weight:1.86, lr:0.0008
[11:04:18.318] iteration:6748  t-loss1/2:0.3070/0.2980, loss-lb1/2:0.0892/0.0907, loss-ulb1/2:0.1171/0.1114, weight:1.86, lr:0.0008
[11:04:18.520] iteration:6749  t-loss1/2:0.2741/0.2786, loss-lb1/2:0.0974/0.1028, loss-ulb1/2:0.0950/0.0945, weight:1.86, lr:0.0008
[11:04:18.723] iteration:6750  t-loss1/2:0.2687/0.2735, loss-lb1/2:0.0899/0.0921, loss-ulb1/2:0.0961/0.0975, weight:1.86, lr:0.0008
[11:04:18.927] iteration:6751  t-loss1/2:0.2551/0.2571, loss-lb1/2:0.0839/0.0893, loss-ulb1/2:0.0900/0.0882, weight:1.90, lr:0.0008
[11:04:19.132] iteration:6752  t-loss1/2:0.3009/0.3122, loss-lb1/2:0.0923/0.1007, loss-ulb1/2:0.1096/0.1112, weight:1.90, lr:0.0008
